"""看这个巡礼都这么感动，大年初一要多准备纸巾进电影院了中国🇨🇳女排是我最喜欢的球类团体项目！！没有之一"""
"""2020新的一年所有人健康，婷婷保护好手腕，加油"""
"""我看到了张智霖和袁咏仪！不亏是小时候的偶像，中国女排棒棒哒！"""
"""太燃了！真的好感动没有人看到她们平日所经历的艰难旅程，不会感受到她们付出比普通人更多的努力和汗水。感谢中国女排鼓舞了我们，带给我们力量，我一直都喜欢女排，我的家人们也喜欢，大年初一影院见！"""
"""中国女排2020再创辉煌！"""
"""看的鸡皮疙瘩都出来了2020年，希望我婷和国家队的其他队友们、教练们都能健健康康，远离伤病，继续创造辉煌，2020爱你我婷"""
"""香港对女排是真爱，氛围真好，希望明年香港站也能这样"""
"""中国女排。永远年轻，永远热泪盈眶"""
"""不差一分一秒看完加上有些催泪的背景音 真的回想这一年看球的历程 又哭又笑又紧张又释怀 19年算幸福的 期待20有好的结局 我挚爱的女排"""
"""朱婷加油，女排加油"""
"""这首歌选的太好了，每一句词都很符合意境！"""
"""再见2019 我们2020东京见"""
"""我感觉我大年初一要哭死在电影院里了"""
"""感谢中国女排在2019带给我们的感动包括教练组的工作人员们没想到还在视频里看到了靓靓和智霖期待2020的大电影和东京奥运会，🐛！"""
"""看得我泪目了，中国女排"""
"""中国女排加油，我们一直在"""
"""从小到大，没有让我认真喜欢的人，但16年里约我知道朱婷就不一样了。我特别喜欢中国女排这个集体，用心去喜欢她们吧，你一定会为她们的精神感动的，说不出来，但一言一行都是体现。我以后呀多多挣钱，多吃点多去现场看看大姐姐们"""
"""朱婷啊，my queen，两分三秒，是我的应援靓，"""
"""超级感动，见证了女排队员的成功路上的辛苦，也看到2019年女排队员取得的成就，也看到场上和场下的郎导"""
"""也太好哭了期待中国女排2020年再创辉煌"""
"""🇨🇳好燃，热血沸腾"""
"""视频太短了，看不够"""
"""超然！我热泪盈眶。"""
"""热泪盈眶！期待2020，东京加油！"""
"""中国女排，世界第一！看得热血沸腾"""
"""年纪大了，看什么都掉眼泪！2019你们是最棒的，姑娘们！你们最棒。。。2020加油霞霞加油啊"""
"""女排精神一直在"""
"""看哭了"""
"""感动死了！"""
"""永远年轻，永远热泪盈眶！"""
"""2020所有球员远离伤病，婷队保护好自己的手腕，永远支持你"""
"""要的就是这个劲"""
"""好感动，最好的中国女排，"""
"""太好哭了吧"""
"""朱婷啊啊啊"""
"""看到感动的不能自拔，棒棒棒"""
"""哇哇哇啊啊啊呜呜呜呜呜呜呜呜呜"""
"""#中国女排# 热泪盈眶的@喜欢草莓味滴一切 @_Xketp @谢胖胖y"""
"""与你们同行，每天都是幸福的期待2020"""
"""真的泪目"""
"""2019，感谢有你，2020，我们不见不散，中国女排，你永远是我们的骄傲"""
"""感动我爱女排，一路相随"""
"""#中国女排发布年终视频# 喜提热搜"""
"""婷队加油，中国🇨🇳女排加油！"""
"""我哭了"""
"""封面这张图好喜欢。"""
"""感动"""
"""太感动了"""
"""感动了哇"""
"""看的热泪盈眶，中国女排好样的"""
"""好感动哦，中国女排2020继续加油"""
"""天哪，在地铁里看的，热泪盈眶，失声痛哭，谢谢中国女排"""
"""泪目"""
"""这个视频真的好有心 有每一位女排队员 """
"""好感动，我爱你中国女排"""
"""真的看的热泪盈眶，一直爱的女排，一直爱你"""
"""太感动了，有想哭了感觉。。。"""
"""太燃了，太激动了，中国女排。吾心之所向之处。"""
"""哎呀 给我看哭辽 2020爱你们的第七年"""
"""看着看着就红了眼圈"""
"""太好哭了吧"""
"""感动感动"""
"""太感动了，感谢中国女排，无论何时永远支持"""
"""太棒啦中国女排，国之骄傲"""
"""感动 泪目"""
"""这也太好哭了永远支持中国女排！支持郎导！支持朱婷！"""
"""全程姨母笑加热泪盈眶，所有的比赛场景一幕幕呈现，一直为你们骄傲和自豪，辛苦了姑娘们，真的辛苦"""
"""激情澎湃"""
"""热泪盈眶 祝福女排，感谢郎导"""
"""超级燃！看完才发现泪流满面。中国女排最棒！2020一起加油！！！！[加油][加油][加油][加油]"""
"""我们会一直为你们将双手舞动，让你们看到每个属于中国的角落"""
"""视频真的用心了"""
"""最爱看这种回顾向视频！中国女排好棒！"""
"""这首歌是我们以前培训师开会的歌，再配上中国女排，一开始我就有点控制不住鼻子酸了"""
"""段放的低头裹膝镜头，让我泪目～"""
"""太感动了，太不容易了"""
"""真被感动了"""
"""太燃了！好感动🇨🇳"""
"""哈哈看见张智霖夫妇了"""
"""哎，又看哭了"""
"""我最爱的团体 我的2020继续一路前行"""
"""年末看这个太燃太带感了"""
"""中国女排"""
"""我看到了袁咏仪"""
"""中国女排🇨🇳朱婷"""
"""真太好哭了！期待今年东京奥运会！中国女排真是太棒！"""
"""2020依旧会在角落里为你们将双手舞动  愿我们的梦永不落空 中国女排加油🇨🇳"""
"""每一次看你们挥洒汗水，我也热泪盈眶"""
"""太感动了，中国女排是最棒的"""
"""好感动好好哭呜呜呜呜，最棒的中国女排"""
"""感动😭"""
"""眼睛湿了"""
"""看的泪眼盈眶"""
"""看哭了"""
"""我的眼泪不值钱"""
""" 感动"""
"""看的热血澎湃"""
"""满满的都是感动"""
"""腿好长啊！！！"""
"""从高中接触排球到到大学四年，以至于到现在出来工作有八年了！很幸运也很快乐！中国女排的每场比赛我基本上都看直播，仿佛能从她们汗洒赛场的英姿看到我们似曾相识的影子！考研路上也是一直有女排精神的激励！感谢女排！感谢那些年一直坚持永不言弃的自己！"""
"""一大早看这个，眼角都焕光了，中国女排好样的！2020继续冲冲冲[加油][加油]"""
"""好激动，加油"""
"""看得我热泪盈眶！中国女排好样的！！！"""
"""好感动，看不够，每场比赛我都是重复看，太燃了，女排女神们2020东京见，加油！😘"""
"""感动"""
"""动感一刻"""
"""太好哭了"""
"""泪目"""
"""2019，走过了拼搏与荣耀；2020，中国女排继续加油！"""
"""中国女排，世界第一！2020再创辉煌！"""
"""暴哭😭"""
"""永远热泪盈眶"""
"""热泪盈眶"""
"""中国女排，世界第一！升国旗，奏国歌！"""
""""""
"""泪目只有陪着女排一路走来的球迷才能懂！没有日积月累的训练 怎么会换来世界杯十一连胜 女排背负了太多期望 辛苦了教练和姑娘们"""
"""中国女排"""
"""喜欢中国女排，中国女排牛逼"""
"""大爱中国女排"""
"""爱你们"""
"""她们这一路走的不容易，最好的青春献给中国女排，她们的青春不老！"""
"""这可能是中国三大球唯一能在跟世界对抗的。"""
"""从一看到起鸡皮，到后来泪目，辛苦了，亲爱的姑娘们，辛苦了，郎导。"""
"""太燃了！鸡皮疙瘩都起来了！！指路1分56秒......丁接应暴扣......丁霞"""
"""好在，喜欢你的时候、刚好你还在队！@请叫我丁小霞 2020，我们陪你们！加油💪"""
"""中国女排2020再创辉煌！[加油][加油][加油]"""
"""对排球一直有很深的情结，大学选修了排球，接球的时候是真的疼，一节课下来手都肿了。这些女排姑娘们站在世界第一的位置，付出的努力与汗水是常人难以想象的！2020年电影院走起！希望姑娘们再创辉煌"""
"""大家都辛苦啦"""
"""看球的时候我最喜欢玩的也是人浪了"""
"""中国女排 中国的骄傲"""
"""中国女排"""
"""竞技体育带给我们的，不止有成功时候的庆祝，更多的是一个团队一个民族一个国家背后的凝聚力[加油]2020中国女排🇨🇳我们依旧在一起"""
